wiki_name,parkCode,campground_name,description,lat,lon,numberOfSitesReservable,reservationInfo,amenities,operatingHours
Olympic,olym,Ozette Campground,"Adjacent to Lake Ozette, this small campground is great for those that enjoy lakeside camping and water activities",48.1532400873,-124.66769319,15,"First come, first served.",,Open year round. Flooding from the lake can occur in the winter and cause the closure of some sites or the whole campground.
Olympic,olym,Queets Campground,Relax in this secluded campground near the Queets River. This campground is only accessible from the Upper Queets River Road due to a past mudslide,47.6259946275,-124.017776902,20,"First come, first served.",,Open year round.
Olympic,olym,South Beach Campground,"Positioned on a bluff overlooking the Pacific Ocean, South Beach offers panoramic ocean views and beach access.",47.5660233967,-124.36138786,55,"First come, first served.",,Season: late May - late September. Closed during winter.
Olympic,olym,Staircase Campground,Camp near the Skokomish River and enjoy old-growth forest at Staircase. Summer ranger programs and riverside campsites available.,47.5153731344,-123.32966806,49,"Reservable on recreation dot gov from July 5-August 31st, 2023. Reservations are available up to 14 days in advance, and may not be made for same day. If any sites are not reserved, they become available first come, first served the day of.",,"Open seasonally. Staircase Campground will have no flush toilets or potable water available approximately October 15 as it becomes winterized. The campground will close for the winter on November 1st, 2024."
Pinnacles,pinn,Pinnacles Campground,"Pinnacles Campground is run by Pinnacles Recreation Company. The campground offers tent and group camping, tent cabins, and RV sites. Each tent and group site has a picnic table and fire ring. Most RV sites have electrical hookups and share community tables and barbecue pits. Some tent cabins have electricity. Each tent cabin sleeps up to four people. To make reservations please visit recreation.gov. For questions and concerns call (831) 200-1722.",36.4898445959,-121.148968014,134,"Tent and RV sites can be reserved up to 6 months in advance, and group sites can be reserved up to 12 months in advance. To reserve a site please call the National Recreation Reservation Service at (877) 444-6777 or make reservations through Recreation.gov. For more information, please call the Pinnacles Campground Store at (831) 200-1722 or visit their website at visitpinnacles.com",,"The campground offers tent and group camping, along with RV sites. Each tent and group site has a picnic table and fire ring. Most RV sites have electrical hookups and share community tables and barbecue pits. Water is located throughout the campground. Oak trees provide shade many campsites. Showers and a dump station are available. The swimming pool is typically open from middle of April through the end of September, depending on the weather trend. Pets are allowed in the campground but not on trails."
Redwood,redw,Elk Prairie Campground,"Enjoy ancient coast redwoods, grazing Roosevelt elk and black-tailed deer in Elk Prairie, easy access to over 70 miles of hiking and biking trails, and seasonal ranger-led programs. Cabins available. Located in the heart of Prairie Creek Redwoods State Park, 6 miles north of Orick, CA.",41.35982485324314,-124.02943276711778,75,Reservations can be made through the California State Parks at Reserve California (1-800-444-7275).,,Reservations are essential from May to October.
Redwood,redw,Gold Bluffs Beach Campground,"Experience the wild Pacific coastline and grazing Roosevelt elk in this campground, with easy access to a secluded stretch of beach, Fern Canyon, and 70 miles of hiking and biking trails. Located on the coast within Prairie Creek Redwoods State Park - in the southern part of the parks. Access is via a narrow, single lane, dirt road. Recreational vehicles are not advised, and trailers are prohibited.",41.38221738914677,-124.0698821873994,26,Reservations can be made through the California State Parks at Reserve California (1-800-444-7275).,,Open year round. Access may be limited in winter due to road conditions.
Redwood,redw,Jedediah Smith Campground,"Situated in a magnificent old-growth redwood grove on the banks of the wild and scenic Smith River, this campground offers hiking trails, swimming, fishing, and seasonal campfire programs. Cabins available.",41.79572647634519,-124.08644744393519,86,Reservations can be made through the California State Parks at Reserve California (1-800-444-7275).,,"Open year-round.
The northern-most campground in the parks.  Operated by the California State Parks."
Redwood,redw,Mill Creek Campground,"Sleep beneath towering maples and young redwoods. Access to Mill Creek, miles of varied hiking trails, and summer programs. Located in Del Norte Coast Redwoods State Park. This is 6.7 miles south of Crescent City.",41.702724169382016,-124.09778463073394,145,Reservations can be made through the California State Parks at Reserve California https://reservecalifornia.com/Web/ or 1-800-444-7275.,,Open seasonally from mid-May to beginning of October.
Rocky Mountain,romo,Aspenglen Campground,"Aspenglen Campground is open for the 2024/2025 winter camping season! A limited number of campsites are available on a first-come, first-served basis.",40.3993477060231,-105.5930545166513,52,"During the winter season (late Oct-late May), campsites are available on a first-come, first-served basis and only a limited number of sites are Loop-C are open. During the summer camping season (late May-mid-Oct), all campsites are available by reservation only. Reservations can be made up to 6 months in advance of your desired camping date. To make a reservation, visit www.recreation.gov and search for Rocky Mountain National Park. Look for Aspenglen Campground.",,"Aspenglen Campground is open for the 2024/2025 winter camping season! A limited number of campsites are available on a first-come, first-served basis. Check in begins at 1 p.m. daily."
Rocky Mountain,romo,Glacier Basin Campground,Glacier Basin Campground is now closed for the 2024 summer season.,40.3298071534,-105.59562928,150,Glacier Basin Campground is a reservation only campground. All sites are reservable up to six months in advance through www.recreation.gov.,,"Glacier Basin Campground is a seasonal campground that is open from May to early September. The campground is now closed for the 2024 summer season. Campsites in Glacier Basin Campground are available by reservation only. To make a reservation, visit https://www.recreation.gov/camping/campgrounds/232462."
Rocky Mountain,romo,Longs Peak Campground,"Longs Peak Campground is closed for the 2024 season. This campground opens in early July and closes each year in early September. Located about 20 minutes south of Estes Park on Hwy 7. This small, tents-only campground is located in a forested area that is 9,500 feet above sea level (3000 m). This campground has vault toilets and there is no water available. Campers must bring their own drinking water when camping at Longs Peak Campground.",40.2747936427,-105.557704322,26,"Longs Peak Campground is a seasonal campground that is open from early July through mid-September each year. Campsites are available on a first-come, first-served basis only.",,Longs Peak Campground is closed for the 2024 season. Longs Peak Campground is a tent-only campground that is only open from early July through early September each year.
Rocky Mountain,romo,Moraine Park Campground,"Moraine Park Campground remains closed due to the Moraine Park Campground & Headquarters East Utility Restoration Project. The contractor is working to finish up the project and Moraine Park Campground is expected to open this summer. However, we are unable to predict the opening date. This project will improve the water, wastewater, and electrical distribution systems that serve not only Moraine Park Campground, but also Beaver Meadows Visitor Center and many other facilities.",40.360661495932504,-105.60006623215986,244,"For the summer season, all sites are reservation only and reservations can be made through www.recreation.gov up to six months in advance.",,"Moraine Park Campground remains closed due to the Moraine Park Campground & Headquarters East Utility Restoration Project. The contractor is working to finish up the project and Moraine Park Campground is expected to open this summer. However, we are unable to predict the opening date. We need to be confident regarding the availability of specific sites before we make sites available for summer 2025 reservations."
Rocky Mountain,romo,Timber Creek Campground,Timber Creek Campground is closed for the 2024 season. The campground will reopen in May 2025.,40.3792251365,-105.852751358,98,"Sites in Timber Creek Campground are available by reservation only. To make a reservation, visit https://www.recreation.gov/camping/campgrounds/260552.",,Timber Creek Campground is closed for the 2024 summer season.
Saguaro,sagu,Douglas Spring,"- 4,800 feet elevation - 3 campsites (6 people max per site) *This campground is hike in only!",32.227981,-110.606875,0,,,"This campground is hike in only, and open 24/7. Reservations can be made on reservation.gov"
Saguaro,sagu,Grass Shack,"- 5,300 feet elevation - 3 campsites (6 people max per site) *This campground is hike in only!",32.183854,-110.592818,0,,,"This campground is hike in only, and open 24/7. Reservations can be made on reservation.gov"
Saguaro,sagu,Happy Valley Saddle,"- 6,200 feet elevation - 3 campsites (6 people max per site) *This campground is hike in only!",32.154022,-110.518452,0,,,"This campground is hike in only, and open 24/7. Reservations can be made on reservation.gov"
Saguaro,sagu,Juniper Basin,"- 6,000 elevation - 3 campsites (6 people max per site) *This campground is hike in only!",32.182818,-110.644513,0,,,"This campground is hike in only, and open 24/7. Reservations can be made on reservation.gov"
Saguaro,sagu,Manning Camp,"- 8,000 feet elevation - 6 campsites (max 6 people per site) - water available year-round *This campground is hike in only!",32.207386,-110.554542,6,Reservations are required to camp and sites are first come first serve. Call the Rincon Mountain District (East) Visitor Center ahead of time to ask about availability or visit the center in person and ask at the front desk.,,"This campground is hike in only, and open 24/7. Reservations can be made on reservation.gov"
Saguaro,sagu,Spud Rock Spring,"- 7,400 - 3 campsites (6 people max per site) *This campground is hike in only!",32.204179,-110.532126,0,,,"This campground is hike in only, and open 24/7. Reservations can be made on reservation.gov"
Sequoia,seki,Atwell Mill Campground,"The campground is situated along the East Fork of the Kaweah River. There are limited services at Silver City Resort, 1.7 miles (3 km) east of the campground. More services can be found in Three Rivers, 23 miles (37 km) west of Atwell Mill Campground (approximately 1.5 hours away).",36.46466811721671,-118.66967218821418,21,All sites are reservation only. Reservations for all campsites at Atwell Mill Campground can be made up to one month in advance of your stay.,,"Atwell Mill Campground usually opens in late May and closes in late October.

*Potable water is not always available in spring and fall."
Sequoia,seki,Azalea Campground,"Open year-round except when weather or safety conditions require a closure. Azalea reduces to only one winter loop with 20 sites on October 15 each year. All sites are reservation only except during the winter, when all open sites are first-come, first-served from November 1 until the Wednesday before Memorial Day. Reservations can be made up to four months in advance. Only twenty sites are open during winter months.",36.741334350936064,-118.96777677768745,110,"From November 1, 2023, to May 7, 2024, Azaela Campground has 20 sites open on a first-come, first-served basis. When sites are first-come, first-served, payment is done through the Recreation.gov mobile app. Please download the app before coming to the park (www.recreation.gov/mobile-app). Cellular service is very limited. As long as the app is installed prior to arrival, payment will work even when a device does not have internet connection. For those same 20 sites, reservations begin on January 8, 2024, on a four-month basis, for a summer opening date of May 8, 2024. 90 sites open on May 22, 2024, with reservations beginning on January 22, 2024, on a four-month rolling basis.",,"Azalea campground is open year-round. In winter, only the main loop remains open, with capacity reduced to 20 sites on a first-come, first-served basis."
Sequoia,seki,Buckeye Flat Campground,"Closed through the 2024 season for necessary repairs from extensive damage from winter storms during the 2022-2023 winter. All sites are reservation only. Campers can hear the rushing Middle Fork of the Kaweah River from most sites. Due to high temperatures and dry conditions, fire restrictions are often in effect here. The Paradise Creek Trail departs from the campground, and the Middle Fork Trail is located nearby.",36.5224330236,-118.764106493,27,All sites are reservation only. Reservations for all campsites at Buckeye Flat Campground can be made up to one month in advance of your stay. Buckeye Flat Campground is closed for the 2024 season due to ongoing repairs.,,"Buckeye Flat Campground is generally open from late March to late September, depending on weather conditions. Gates open or close at noon on campground opening and closing dates."
Sequoia,seki,Canyon View Group Campground,"Not currently taking reservations for summer 2024, due to winter storm damage. Typically opens end of May with reservations beginning end of January, on a four-month rolling basis. Canyon View campground is located on Highway 180, 0.25 miles (400 m) from Cedar Grove Village. This group-only campground is on the floor of the canyon along the South Fork of the Kings River. It was named for its excellent views of Kings Canyon's granite cliffs. This campground is for medium and large groups.",36.787192938,-118.665449308,16,"Due to ongoing road repairs, there is no determined opening date for this campground. All sites are reservation only. Reservations for group campsites at Canyon View Campground will open on a four-month rolling basis.",,Canyon View Campground usually opens in mid June and closes in late September.
Sequoia,seki,Cold Springs Campground,"All sites are reservation only. 𝗢𝗽𝗲𝗻𝗶𝗻𝗴 𝗗𝗮𝘁𝗲: Cold Springs Campground will not open in 2024, due to a high volume of hazard trees. Nestled among aspen trees and conifers, the campground is located near the Mineral King Ranger Station, 26 miles (42 km) - 1.5 hour drive time - from the Highway 198 junction in Three Rivers. There are limited services at Silver City Resort, 2.5 miles (4 km) west of the campground.",36.4513019617,-118.61241063,40,"Due to ongoing road repairs, there is no determined opening date for this campground. All sites are reservation only. Reservations for all campsites at Cold Springs Campground can be made up to one month in advance of your stay.",,Cold Springs Campground usually opens in late May and closes in late October. Gates open or close at noon on the campground opening and closing dates. *Potable water is not always available in spring and fall.
Sequoia,seki,Crystal Springs Campground,"Crystal Springs Regular Campsites close for the season on Sept. 11. All sites are reservation only. Individual site reservations are made on a two-days-in-advance rolling basis. Opening Date: Usually the second Wednesday in May (subject to change) Crystal Springs campground is located 4 miles (6 km) from Kings Canyon Park entrance in the Grant Grove area. The campground is situated under open stands of evergreen trees at an elevation of 6,500 feet (1,980 m). Services can be found in Grant Grove Village.",36.7453277429,-118.962958134,35,"All sites are reservation only. Reservations for all individual campsites at Crystal Springs Campground can be made up to two days in advance of your stay. Reservations open for the season on May 20, 2024, two days in advance of the campground opening date of May 22, 2024.",,"This campground usually opens in late May and closes in late September, weather dependent. Gates open or close at noon on campground opening and closing dates."
Sequoia,seki,Crystal Springs Campground Group Sites,"Crystal Springs Group Sites close for the season on September 4th. All group sites are reservation only. Group site reservations are on a four-month rolling basis. Opening Date: Usually the second Wednesday in May (subject to change) Crystal Springs campground is located 4 miles (6 km) from Kings Canyon Park entrance in the Grant Grove area. The campground is situated under open stands of evergreen trees at an elevation of 6,500 feet (1,980 m). Services can be found in Grant Grove Village.",36.7453277429,-118.962958134,14,"All group sites are reservation only. Reservations for all group campsites at Crystal Springs Campground can be made up to four months in advance of your stay. Reservations open for the season on January 22, 2024, four months in advance of the campground opening date of May 22, 2024.",,"This campground usually opens in late May and closes in late September, weather dependent. Group sites may be available later into September. Gates open or close at noon on campground opening and closing dates."
Sequoia,seki,Dorst Creek Campground,"Not currently taking reservations for summer 2024, due to recovery from past winter storm damage. All sites are reservation only. Ten miles (16 km) from the Giant Forest, this campground rests under open stands of evergreen trees at an elevation of 6,800 feet (2,073 m). This centrally located campground is ideal for those exploring both parks. The trail to the Muir Grove of giant sequoias begins here.",36.636171213229,-118.80850264793725,222,"Due to storm damage, Dorst Creek Campground does not have determined dates for Summer 2024 opening. All sites are reservation only. Reservations for individual campsites at Dorst Creek Campground can be made up to one month in advance of your stay. Group site reservations at Dorst Creek Campground can be made up to four months in advance of your stay.",,Dorst Creek Campground usually opens in mid-June and closes on Labor Day weekend.
Sequoia,seki,Lodgepole Campground,"All sites are reservation only. Reservations are on a four-month rolling basis. Season Opening Date: Typically the Wednesday before Memorial Day. This large campground is on the Marble Fork of the Kaweah River within easy walking distance of Lodgepole Village. At an elevation of 6,700 ft (2,042 m), the campground can be snowy in spring and fall. Lodgepole Village offers a visitor center, market, shower, and laundry facilities. In summer, ride the free Sequoia Shuttle. Many nearby trails are located here.",36.6057726324,-118.726883043,214,"All sites are reservation only. Reservations for campsites at Lodgepole Campground will open on a four-month rolling basis. Reservations open for the season on January 22, 2024, four months in advance of the campground opening date of May 22, 2024.",,"Lodgepole Campground usually opens the Wednesday before Memorial Day.  Winter closure occurs in phases. The Upper Loop closes in late September, Loops A and C log bridge sites close in mid-October, and Loops B and D close in early December."
Sequoia,seki,Moraine Campground,"Not currently taking reservations for summer 2024, due to winter storm damage. Typically opens end of May with reservations beginning end of April, on a one-month rolling basis. Just 0.75 miles (1.2 km) from Cedar Grove Village, Moraine Campground rests in the heart of King Canyon. It is located along the South Fork of the Kings River under stands of evergreen trees at an elevation of 4,600 feet (1,400 m). Visit Cedar Grove Village for services such as showers and food.",36.7852162635,-118.661056803,121,"Due to ongoing road repairs, there is no determined opening date for this campground. All sites are reservation only. Reservations for all campsites at Moraine Campground can be made up to one month in advance of your stay.",,Moraine Campground usually opens in late May and closes in early September. Moraine Campground is currently closed until July 4th weekend.
Sequoia,seki,Potwisha Campground,"Except when weather or safety conditions require a closure, Potwisha Campground is open year-round with a four-month advance booking window. The campground sits at 2,100 ft (640 m) elevation along the Middle Fork of the Kaweah River under an open stand of oaks. Hot and dry weather in the foothills often require fire restrictions in the summer. In the winter, the campground is usually snow-free.",36.5165078379,-118.800835365,42,All sites are reservation only at this year-round campground. Reservations for campsites at Potwisha Campground are on a four-month rolling basis.,,Potwisha Campground is open year-round.  Reservations are required for all campsites.
Sequoia,seki,Sentinel Campground,"Sentinel Campground closes for the season on October 28th. This campground is located on Highway 180, is next to Cedar Grove Visitor Center, and is 0.25 miles (400 m) from Cedar Grove Village. The campground is situated in the canyon along the South Fork of the Kings River under open stands of evergreen trees. Services at Cedar Grove Village include food and showers.",36.7903277232,-118.672036191,82,"All sites are reservation only. Reservations for campsites at Sentinel Campground will open sometime after Caltrans completes repairs and reopens Highway 180, which is expected sometime in June 2024. Reservations will be on a four-month rolling basis once an opening date is known.",,Sentinel Campground usually opens in late April and closes in late October.
Sequoia,seki,Sheep Creek Campground,"Not currently taking reservations for summer 2024, due to winter storm damage. Typically opens end of May with reservations beginning end of April, on a one-month rolling basis. Sheep Creek Campground is located on Highway 180, 0.25 miles (400 m) from Cedar Grove Village. The campground is situated on the floor of the canyon beside the confluence of the South Fork of the Kings River and Sheep Creek. Services can be found in Cedar Grove Village.",36.792137062471234,-118.68059669181162,111,"All sites are reservation only. Reservations for all campsites at Sheep Creek Campground can be made up to one month in advance of your stay. Due to ongoing road repairs, there is no determined opening date for this campground.",,Sheep Creek Campground usually opens in late May and closes in early September. CAMPGROUNDS OPEN AT NOON ON OPENING DAY AND CLOSE AT NOON ON CLOSING DAY.
Sequoia,seki,South Fork Campground,"South Fork Campground and its access road were heavily and extensively damaged by floods and landslides from winter storms. The campground is closed until further notice. This small, primitive campground is in a remote area of the foothills on the South Fork of the Kaweah River, away from main park highways and features. The dirt road to this area is completely impassable to vehicles due to extensive damage from winter storms. There is no potable water here. Trailers and RVs are not permitted.",36.3499844271,-118.765469824,10,"No reservations are available for this campground. All sites are first-come, first-served.",,"Closed until further notice due to extensive damage from flooding and landslides during strong winter storms. When open, the campground is open year-round. No potable water available."
Sequoia,seki,Sunset Campground,Sunset Campground closes for the season on September 4th. All sites are reservation only. Individual site reservations are on a one-month rolling basis. Group site reservations are on a four-month rolling basis. Sunset Campground is located 3 miles (5 km) from Kings Canyon Park entrance. It is located near Grant Grove Village in an open stand of evergreens. Services can be found in Grant Grove Village. A park amphitheater is located here and occasionally offers park programs.,36.7373684356,-118.96518029,158,"All sites are reservation only. Reservations for individual campsites at Sunset Campground can be made up to one month in advance of your stay. Reservations open for the season on May 8, 2024, two weeks in advance of the campground opening date of May 22, 2024. Reservations for group campsites at Sunset Campground will open on a four-month rolling basis. Reservations open for the season on May 8. 2024, two weeks in advance of the campground opening date of May 22, 2024.",,"Sunset Campground is generally open from late May through the week following Labor Day, depending on weather conditions."
Shenandoah,shen,Big Meadows Campground,"Big Meadows Campground (mile 51.2) is centrally-located in Shenandoah National Park, providing easy access to many of the most popular destinations in the Park, including Big Meadows, Dark Hollow Falls, and Byrd Visitor Center. All sites include a place for a tent or RV, a fire ring, and a picnic table. All sites at Big Meadows Campground are by reservation only.",38.5279623,-78.4369404,221,"All sites at Big Meadows Campground are by reservation only. Rangers can make limited reservations on site, but availability is not guaranteed. It is recommended you make your reservation ahead of time. Reservations can be made through Recreation.gov as well as the site map on the campground page. Check the map to see when specific sites are scheduled to be released. Reservable sites will be released in sections: 6 months prior to the date of your arrival - 50% of reservable sites will be released; 2 weeks prior to the date of your arrival - 25% of reservable sites will be released; 4 days prior to the date of your arrival - the remaining 25% of reservable sites will be released. Reservations for Big Meadows Campground can be made online at any time.",,"Big Meadows Campground is open during the spring, summer, and fall. Opening and closing dates vary from year to year and are subject to change at any time. Camping is NOT permitted in the campgrounds when they are closed.

All sites at Big Meadows Campground are by reservation only."
Shenandoah,shen,Lewis Mountain Campground,"Lewis Mountain (mile 57.5), the smallest campground in Shenandoah National Park, appeals to those who want a little more privacy while still staying within a close distance to many of the most popular destinations in the Park, including Big Meadows (7 miles away). Lewis Mountain Campground operates on a self-registration, first-come, first-serve basis. There are no reservable sites. Please follow the posted directions to register once arriving at the campground.",38.43556,-78.478096,30,"Lewis Mountain Campground operates on a self-registration, first-come, first-serve basis. There are no reservable sites. Please follow the posted directions to register once arriving at the campground.",,"Lewis Mountain Campground is open during the spring, summer, and fall. Opening and closing dates vary from year to year and are subject to change at any time. Camping is NOT permitted in the campgrounds when they are closed."
Shenandoah,shen,Loft Mountain Campground,"Loft Mountain (mile 79.5) sits atop Big Flat Mountain in the southern part of Shenandoah National Park, with outstanding views to east and west. Two waterfalls and the trails into the Big Run Wilderness area are nearby. Loft Mountain has a combination of reservable and first-come, first-served sites. Reservable sites are released in sections.",38.246415,-78.67070100000001,207,"There is a combination of sites offered through reservations and on a first-come, first-served basis at Loft Mountain Campground. Reservations are highly recommended, especially on weekends and holidays. Reservations for many standard sites may be made up to 6 months in advance, with additional sites becoming available 2 weeks prior, and 4 days prior your stay.",,"Loft Mountain Campground is open during the late spring, summer, and fall. Opening and closing dates vary from year to year and are subject to change at any time. Camping is NOT permitted in the campgrounds when they are closed."
Shenandoah,shen,Mathews Arm Campground,"Mathews Arm Campground (mile 22.1) is the nearest campground for those entering Shenandoah National Park from Front Royal, in the northern section of the Park. All sites include a place for a tent or RV, a fire ring, and picnic table. Elkwallow Wayside, with camping supplies and food service, is two miles away. Mathews Arm has a combination of reservable and first-come, first-served sites. Reservable sites are released in sections.",38.763144,-78.29638799999998,165,"There is a combination of sites offered through reservations and on a first-come, first-served basis at Mathews Arm Campground. Reservations are highly recommended, especially on weekends and holidays. Reservations for many standard sites may be made up to 6 months in advance, with additional sites becoming available 2 weeks prior, and 4 days prior your stay. Group sites can be reserved up to one year in advance.",,"Mathews Arm Campground is open during the spring, summer, and fall. Opening and closing dates vary from year to year and are subject to change at any time. Camping is NOT permitted in the campgrounds when they are closed."
White Sands,whsa,Backcountry Camping,"Due to rehabilitation of camping sites, backcountry camping is closed.",32.809869,-106.264225,10,"Permits are sold on a same day, first-come, first-served basis at the entrance station.",,
Wind Cave,wica,Elk Mountain Campground,This 64-site campground is open year round. Sites can be reserved at www.recreation.gov. Two sites are handicap-accessible. Flush toilets and drinking water are available late May through September. Fees are half-price when water is not available. Payment is by credit or debit card only. Two group campsites are also available through www.recreation.gov.,43.56547071700004,-103.48823452199997,64,All campsites can be reserved through www.recreation.gov. Payment is by credit or debit card only.,,The campground is open year-round with drinking water and flush toilets available late spring into early fall.  Fees are half-price when water is not available. Sites can be reserved at www.recreation.gov.
Wrangell–St. Elias,wrst,Kendesnii Campground,"Located on the Nabesna Road, this free camping area is the only National Park Service campground in Wrangell-St. Elias National Park. It has 10 designated campsites, each with a picnic table and a fire ring. There are two vault toilets. Each site can accommodate a small to medium RV or other vehicles. It is free and open year-round on a first-come, first-served basis, but is not plowed during the winter so campsites may not be accessible. Reservations are not taken and are not required.",62.52982,-143.258776,10,Reservations are not required and not taken.,,"This campground is open 24 hours a day, 7 days a week for the entire year.  It is not maintained or plowed in the winter."
Yellowstone,yell,Bridge Bay Campground,"Bridge Bay Campground—elevation 7,800 feet (2377 m)—is located near Yellowstone Lake, one of the largest, high-elevation, fresh-water lakes in North America. Campers at Bridge Bay will enjoy spectacular views of the lake and the Absaroka Range rising above the lake's eastern shore. Yellowstone National Park Lodges provides reservations for this campground.",44.534437749,-110.436923682,432,"Yellowstone National Park Lodges provides reservations for in this campground. Call 307-344-7311 (307-344-5395 for TDD service) or select the ""Reservations >"" button to open their online reservation system.",,The campground is only open during summer. Checkout time is 11 am. See exceptions for exact dates of operation.
Yellowstone,yell,Canyon Campground,"Canyon Campground—elevation 7,900 feet (2408 m)—lies in a lodgepole pine forest at Canyon Village, south of the Washburn range and near the breath-taking Grand Canyon of the Yellowstone River. Canyon Village offers stores, restaurants, and lodging. Nearby hikes include Cascade Lake, Mount Washburn, and the Canyon Rim trails. Yellowstone National Park Lodges provides reservations for this campground.",44.7353837489,-110.487912383,273,"Yellowstone National Park Lodges provides reservations for in this campground. Call 307-344-7311 (307-344-5395 for TDD service) or select the ""Reservations >"" button to open their online reservation system.",,The campground is only open during summer. Checkout time is 11 am. See exceptions for exact dates of operation.
Yellowstone,yell,Fishing Bridge RV Park,"Fishing Bridge RV Park—elevation 7,800 feet (2377 m)—is located near the Yellowstone River where it exits Yellowstone Lake on its way toward the Grand Canyon of the Yellowstone. Only campground in Yellowstone to offer water, sewer, and electrical hookups. Because grizzly bears frequent the area, no tents or tent campers are allowed. Yellowstone National Park Lodges provides reservations for this campground.",44.5647552489,-110.369472282,310,"Yellowstone National Park Lodges provides reservations for in this campground. Call 307-344-7311 (307-344-5395 for TDD service) or select the ""Reservations >"" button to open their online reservation system.",,The campground is only open during summer. Checkout time is 11 am. See exceptions for exact dates of operation.
Yellowstone,yell,Grant Village Campground,"Grant Campground—elevation 7,800 feet (2377 m)—is located in Grant Village, just off the Grand Loop Road at the south end of Yellowstone Lake. It is one of the larger campgrounds in the park. Group and wheel-chair accessible sites are available. Nearby there are stores, a restaurant, gas station, visitor center, and boat ramp. Yellowstone National Park Lodges provides reservations for this campground.",44.3942533493729,-110.563444983232,430,"Yellowstone National Park Lodges provides reservations for in this campground. Call 307-344-7311 (307-344-5395 for TDD service) or select the ""Reservations >"" button to open their online reservation system.",,The campground is only open during summer. Checkout time is 11 am. See exceptions for exact dates of operation.
Yellowstone,yell,Indian Creek Campground,CLOSED IN 2025 Indian Creek will be closed for the 2025 season due to overnight closures associated with ongoing infrastructure improvements that will modernize the road between Norris and Mammoth Hot Springs and improve safety for visitors.,44.887023247742064,-110.73606858382124,70,Indian Creek Campground will be closed for the 2025 season.,,Indian Creek Campground will be closed for the 2025 season.
Yellowstone,yell,Lewis Lake Campground,"Lewis Lake Campground—elevation 7,800 ft (2377 m)—is about eight miles from the South Entrance and a short walk from the southeast shore of Lewis Lake. A boat ramp is located near the campground information and registration area. Canoes, kayaks, and motor boats are allowed on Lewis Lake. Boat permits and an aquatic invasive species inspection performed by park staff are required. This is a reservable campground run by the National Park Service.",44.28220565,-110.627987283,85,"All sites are reservable on Recreation.gov. Eighty percent of sites are reservable six months in advance, while the remaining 20% of sites are available two weeks in advance.",,The campground is typically only open summer and fall. Checkout time is 10 am. See exceptions for exact dates of operation.
Yellowstone,yell,Madison Campground,"Madison Campground—elevation 6,800 feet (2073 m)—sits about 14 miles east from the town of West Yellowstone and 16 miles north of Old Faithful. Nearby, the Gibbon and Firehole rivers join to form the Madison River. In early summer, meadows teem with wildflowers and bison. In September and October, you can often hear bugling elk. Yellowstone National Park Lodges provides reservations for this campground.",44.6454215492,-110.861302682,276,"Yellowstone National Park Lodges provides reservations for in this campground. Call 307-344-7311 (307-344-5395 for TDD service) or select the ""Reservations >"" button to open their online reservation system.",,The campground is only open late spring through fall. Checkout time is 11 am. See exceptions for exact dates of operation.
Yellowstone,yell,Mammoth Campground,"The only campground in the park open year-round, Mammoth Campground—elevation 6,200 feet (1890 m)—is located five miles south of the park's North Entrance. Scattered juniper and Douglas fir trees provide shade during hot summer months. The campground is close to fishing, hiking, and the Mammoth Hot Springs. Great wildlife viewing opportunities abound with elk and bison occasionally passing through the campground. Sites are reservable early April to mid-October. The campground is run by the NPS.",44.9736095485,-110.693231583,85,"Part of the campground closes for the winter beginning mid-October. Sites are first-come, first-served from mid-October to late March, and reservation-only from early April to mid-October on Recreation.gov.",,"Mammoth Campground is typically open year-round, though part of the campground is closed mid-October through April. Reservation-only 4/15-10/15. Checkout time is 10 am."
Yellowstone,yell,Norris Campground,"Norris has been closed to the public for five years and will remain closed for the foreseeable future. Due to Norris’ remote location, the park does not have the staffing required to effectively respond to emergency incidents (law enforcement, emergency medical services etc.) and facility maintenance and repairs. For this reason, we have removed it from Yellowstone’s website and publications.",44.737848548929534,-110.69361508294446,112,Reservations not yet available.,,Closed for the foreseeable future.
Yellowstone,yell,Pebble Creek Campground,"CLOSED IN 2025 and likely for the foreseeable future. Pebble Creek closed after being significantly impacted by the 2022 flood. The water system and several campsites were destroyed, and roads damaged. It will remain closed for the 2025 season and likely for the foreseeable future to complete flood recovery work. Pebble Creek Campground may be rehabilitated as part of the proposal to improve the Northeast Entrance Road.",44.91698134923984,-110.11380838296714,27,Pebble Creek Campground will be closed in 2025 and likely for the foreseeable future to complete flood recovery work.,,Pebble Creek Campground will remain closed for the 2025 season and likely for the foreseeable future to complete flood recovery work.
Yellowstone,yell,Slough Creek Campground,"Near some of the best wildlife watching opportunities in the park. Located at the end of a two-mile dirt road, this campground is best suited for tents and small RVs. There are plenty of hiking and fishing opportunities in the area, including the Slough Creek Trail which begins nearby. Nighttime offers a quiet, unimpeded view of the stars and the possibility of hearing wolves howl. Elevation: 6,250 ft (1905 m). This is a reservable campground run by the National Park Service.",44.9488466488,-110.306879183,16,All sites are reservable on Recreation.gov.,,The campground is typically only open during summer and early fall. Checkout time is 10 am. See exceptions for exact dates of operation.
